Compound, Source, Atom Idx, C6_POSTG,C6_POSTG (Ha A^6), CGenFF Atom Type, C6_CGenFF, OPLS Atom Type, C6_OPLS, GAFF Atom Type, C6_GAFF
fluorobenzene, fluorobenzene_T293.15,1,23.4,0.85995468, CG2R61,0.355, opls_145,-0.115, ca,0.34
fluorobenzene, fluorobenzene_T293.15,2,2.48,0.091140496, HGR62,0.196, opls_146,0.115, ha,0.26
fluorobenzene, fluorobenzene_T293.15,3,23.4,0.85995468, CG2R61,0.355, opls_145,-0.115, ca,0.34
fluorobenzene, fluorobenzene_T293.15,4,2.44,0.089670488, HGR61,0.242, opls_146,0.115, ha,0.26
fluorobenzene, fluorobenzene_T293.15,5,23.6,0.86730472, CG2R61,0.355, opls_145,-0.115, ca,0.34
fluorobenzene, fluorobenzene_T293.15,6,2.49,0.091507998, HGR61,0.242, opls_146,0.115, ha,0.26
fluorobenzene, fluorobenzene_T293.15,7,23.4,0.85995468, CG2R61,0.355, opls_145,-0.115, ca,0.34
fluorobenzene, fluorobenzene_T293.15,8,2.44,0.089670488, HGR61,0.242, opls_146,0.115, ha,0.26
fluorobenzene, fluorobenzene_T293.15,9,23.4,0.85995468, CG2R61,0.355, opls_145,-0.115, ca,0.34
fluorobenzene, fluorobenzene_T293.15,10,2.48,0.091140496, HGR62,0.196, opls_146,0.115, ha,0.26
fluorobenzene, fluorobenzene_T293.15,11,22.3,0.81952946, CG2R66,0.339, opls_718,0.22, ca,0.34
fluorobenzene, fluorobenzene_T293.15,12,8.31,0.305394162, FGR1,0.303, opls_719,-0.22, f,0.312
1234-tetrafluorobenzene, 1234-tetrafluorobenzene_T298.15,1,8.08,0.296941616, FGR1,0.303, opls_721,-0.13, f,0.312
1234-tetrafluorobenzene, 1234-tetrafluorobenzene_T298.15,2,21.9,0.80482938, CG2R66,0.339, opls_720,0.13, ca,0.34
1234-tetrafluorobenzene, 1234-tetrafluorobenzene_T298.15,3,21.9,0.80482938, CG2R66,0.339, opls_720,0.13, ca,0.34
1234-tetrafluorobenzene, 1234-tetrafluorobenzene_T298.15,4,8.08,0.296941616, FGR1,0.303, opls_721,-0.13, f,0.312
1234-tetrafluorobenzene, 1234-tetrafluorobenzene_T298.15,5,22,0.8085044, CG2R66,0.339, opls_727,0.2, ca,0.34
1234-tetrafluorobenzene, 1234-tetrafluorobenzene_T298.15,6,8.14,0.299146628, FGR1,0.303, opls_728,-0.2, f,0.312
1234-tetrafluorobenzene, 1234-tetrafluorobenzene_T298.15,7,23,0.8452546, CG2R61,0.355, opls_145,-0.115, ca,0.34
1234-tetrafluorobenzene, 1234-tetrafluorobenzene_T298.15,8,2.36,0.086730472, HGR62,0.196, opls_146,0.115, ha,0.26
1234-tetrafluorobenzene, 1234-tetrafluorobenzene_T298.15,9,23,0.8452546, CG2R61,0.355, opls_145,-0.115, ca,0.34
1234-tetrafluorobenzene, 1234-tetrafluorobenzene_T298.15,10,2.36,0.086730472, HGR62,0.196, opls_146,0.115, ha,0.26
1234-tetrafluorobenzene, 1234-tetrafluorobenzene_T298.15,11,22,0.8085044, CG2R66,0.339, opls_727,0.2, ca,0.34
1234-tetrafluorobenzene, 1234-tetrafluorobenzene_T298.15,12,8.14,0.299146628, FGR1,0.303, opls_728,-0.2, f,0.312
methyl-formate, methyl-formate_T298.15,1,21.3,0.78277926, CG331,0.365, opls_468,0.16, c3,0.34
methyl-formate, methyl-formate_T298.15,2,10.8,0.39690216, OG302,0.294, opls_467,-0.33, os,0.3
methyl-formate, methyl-formate_T298.15,3,22.7,0.83422954, CG2O2,0.303, opls_465,0.51, c,0.34
methyl-formate, methyl-formate_T298.15,4,14,0.5145028, OG2D1,0.303, opls_466,-0.43, o,0.296
methyl-formate, methyl-formate_T298.15,5,2.37,0.087097974, HGR52,0.16, opls_279,0, h5,0.242
methyl-formate, methyl-formate_T298.15,6,2.36,0.086730472, HGA3,0.239, opls_469,0.03, h1,0.247
methyl-formate, methyl-formate_T298.15,7,2.36,0.086730472, HGA3,0.239, opls_469,0.03, h1,0.247
methyl-formate, methyl-formate_T298.15,8,2.2,0.08085044, HGA3,0.239, opls_469,0.03, h1,0.247
12-ethanedithiol, 12-ethanedithiol_T298.15,1,94.2,3.46186884, SG311,0.356, opls_200,-0.335, sh,0.356
12-ethanedithiol, 12-ethanedithiol_T298.15,2,3.12,0.114660624, HGP3,0.0802, opls_204,0.155, hs,0.107
12-ethanedithiol, 12-ethanedithiol_T298.15,3,22.2,0.81585444, CG321,0.358, opls_206,0.06, c3,0.34
12-ethanedithiol, 12-ethanedithiol_T298.15,4,2.7,0.09922554, HGA2,0.239, opls_140,0.06, h1,0.247
12-ethanedithiol, 12-ethanedithiol_T298.15,5,2.53,0.092978006, HGA2,0.239, opls_140,0.06, h1,0.247
12-ethanedithiol, 12-ethanedithiol_T298.15,6,22.2,0.81585444, CG321,0.358, opls_206,0.06, c3,0.34
12-ethanedithiol, 12-ethanedithiol_T298.15,7,2.7,0.09922554, HGA2,0.239, opls_140,0.06, h1,0.247
12-ethanedithiol, 12-ethanedithiol_T298.15,8,2.53,0.092978006, HGA2,0.239, opls_140,0.06, h1,0.247
12-ethanedithiol, 12-ethanedithiol_T298.15,9,94.2,3.46186884, SG311,0.356, opls_200,-0.335, sh,0.356
12-ethanedithiol, 12-ethanedithiol_T298.15,10,3.12,0.114660624, HGP3,0.0802, opls_204,0.155, hs,0.107
14-butanediol, 14-butanediol_T298.15,1,12.2,0.44835244, OG311,0.314, opls_154,-0.683, oh,0.307
14-butanediol, 14-butanediol_T298.15,2,2.12,0.077910424, HGP1,0.04, opls_155,0.418, ho,0
14-butanediol, 14-butanediol_T298.15,3,20.8,0.76440416, CG321,0.358, opls_157,0.145, c3,0.34
14-butanediol, 14-butanediol_T298.15,4,2.46,0.090405492, HGA2,0.239, opls_140,0.06, h1,0.247
14-butanediol, 14-butanediol_T298.15,5,2.47,0.090772994, HGA2,0.239, opls_140,0.06, h1,0.247
14-butanediol, 14-butanediol_T298.15,6,20.6,0.75705412, CG321,0.358, opls_136,-0.12, c3,0.34
14-butanediol, 14-butanediol_T298.15,7,2.54,0.093345508, HGA2,0.239, opls_140,0.06, hc,0.265
14-butanediol, 14-butanediol_T298.15,8,2.55,0.09371301, HGA2,0.239, opls_140,0.06, hc,0.265
14-butanediol, 14-butanediol_T298.15,9,20.4,0.74970408, CG321,0.358, opls_136,-0.12, c3,0.34
14-butanediol, 14-butanediol_T298.15,10,2.52,0.092610504, HGA2,0.239, opls_140,0.06, hc,0.265
14-butanediol, 14-butanediol_T298.15,11,2.42,0.088935484, HGA2,0.239, opls_140,0.06, hc,0.265
14-butanediol, 14-butanediol_T298.15,12,20.8,0.76440416, CG321,0.358, opls_157,0.145, c3,0.34
14-butanediol, 14-butanediol_T298.15,13,2.37,0.087097974, HGA2,0.239, opls_140,0.06, h1,0.247
14-butanediol, 14-butanediol_T298.15,14,2.49,0.091507998, HGA2,0.239, opls_140,0.06, h1,0.247
14-butanediol, 14-butanediol_T298.15,15,12.4,0.45570248, OG311,0.314, opls_154,-0.683, oh,0.307
14-butanediol, 14-butanediol_T298.15,16,2.27,0.083422954, HGP1,0.04, opls_155,0.418, ho,0
3-methylphenol, 3-methylphenol_T320,1,21.7,0.79747934, CG331,0.365, opls_148,-0.065, c3,0.34
3-methylphenol, 3-methylphenol_T320,2,2.41,0.088567982, HGA3,0.239, opls_140,0.06, hc,0.265
3-methylphenol, 3-methylphenol_T320,3,2.41,0.088567982, HGA3,0.239, opls_140,0.06, hc,0.265
3-methylphenol, 3-methylphenol_T320,4,2.43,0.089302986, HGA3,0.239, opls_140,0.06, hc,0.265
3-methylphenol, 3-methylphenol_T320,5,21.6,0.79380432, CG2R61,0.355, opls_145,-0.115, ca,0.34
3-methylphenol, 3-methylphenol_T320,6,23.4,0.85995468, CG2R61,0.355, opls_145,-0.115, ca,0.34
3-methylphenol, 3-methylphenol_T320,7,2.59,0.095183018, HGR61,0.242, opls_146,0.115, ha,0.26
3-methylphenol, 3-methylphenol_T320,8,23.6,0.86730472, CG2R61,0.355, opls_145,-0.115, ca,0.34
3-methylphenol, 3-methylphenol_T320,9,2.58,0.094815516, HGR61,0.242, opls_146,0.115, ha,0.26
3-methylphenol, 3-methylphenol_T320,10,23.7,0.87097974, CG2R61,0.355, opls_145,-0.115, ca,0.34
3-methylphenol, 3-methylphenol_T320,11,2.5,0.0918755, HGR61,0.242, opls_146,0.115, ha,0.26
3-methylphenol, 3-methylphenol_T320,12,23.8,0.87465476, CG2R61,0.355, opls_145,-0.115, ca,0.34
3-methylphenol, 3-methylphenol_T320,13,2.6,0.09555052, HGR61,0.242, opls_146,0.115, ha,0.26
3-methylphenol, 3-methylphenol_T320,14,22.1,0.81217942, CG2R61,0.355, opls_166,0.15, ca,0.34
3-methylphenol, 3-methylphenol_T320,15,11.7,0.42997734, OG311,0.314, opls_167,-0.585, oh,0.307
3-methylphenol, 3-methylphenol_T320,16,2.08,0.076440416, HGP1,0.04, opls_168,0.435, ho,0
14-butanediol, 14-butanediol_T320,1,12.7,0.46672754, OG311,0.314, opls_154,-0.683, oh,0.307
14-butanediol, 14-butanediol_T320,2,2.79,0.102533058, HGP1,0.04, opls_155,0.418, ho,0
14-butanediol, 14-butanediol_T320,3,21.1,0.77542922, CG321,0.358, opls_157,0.145, c3,0.34
14-butanediol, 14-butanediol_T320,4,2.57,0.094448014, HGA2,0.239, opls_140,0.06, h1,0.247
14-butanediol, 14-butanediol_T320,5,2.46,0.090405492, HGA2,0.239, opls_140,0.06, h1,0.247
14-butanediol, 14-butanediol_T320,6,20.4,0.74970408, CG321,0.358, opls_136,-0.12, c3,0.34
14-butanediol, 14-butanediol_T320,7,2.35,0.08636297, HGA2,0.239, opls_140,0.06, hc,0.265
14-butanediol, 14-butanediol_T320,8,2.53,0.092978006, HGA2,0.239, opls_140,0.06, hc,0.265
14-butanediol, 14-butanediol_T320,9,20.4,0.74970408, CG321,0.358, opls_136,-0.12, c3,0.34
14-butanediol, 14-butanediol_T320,10,2.39,0.087832978, HGA2,0.239, opls_140,0.06, hc,0.265
14-butanediol, 14-butanediol_T320,11,2.42,0.088935484, HGA2,0.239, opls_140,0.06, hc,0.265
14-butanediol, 14-butanediol_T320,12,20.4,0.74970408, CG321,0.358, opls_157,0.145, c3,0.34
14-butanediol, 14-butanediol_T320,13,2.5,0.0918755, HGA2,0.239, opls_140,0.06, h1,0.247
14-butanediol, 14-butanediol_T320,14,2.35,0.08636297, HGA2,0.239, opls_140,0.06, h1,0.247
14-butanediol, 14-butanediol_T320,15,11.2,0.41160224, OG311,0.314, opls_154,-0.683, oh,0.307
14-butanediol, 14-butanediol_T320,16,1.91,0.070192882, HGP1,0.04, opls_155,0.418, ho,0
1-ethylpropylamine, 1-ethylpropylamine_T293.15,1,21.7,0.79747934, CG331,0.365, opls_135,-0.18, c3,0.34
1-ethylpropylamine, 1-ethylpropylamine_T293.15,2,2.54,0.093345508, HGA3,0.239, opls_140,0.06, hc,0.265
1-ethylpropylamine, 1-ethylpropylamine_T293.15,3,2.48,0.091140496, HGA3,0.239, opls_140,0.06, hc,0.265
1-ethylpropylamine, 1-ethylpropylamine_T293.15,4,2.42,0.088935484, HGA3,0.239, opls_140,0.06, hc,0.265
1-ethylpropylamine, 1-ethylpropylamine_T293.15,5,20.6,0.75705412, CG321,0.358, opls_136,-0.12, c3,0.34
1-ethylpropylamine, 1-ethylpropylamine_T293.15,6,2.47,0.090772994, HGA2,0.239, opls_140,0.06, hc,0.265
1-ethylpropylamine, 1-ethylpropylamine_T293.15,7,2.55,0.09371301, HGA2,0.239, opls_140,0.06, hc,0.265
1-ethylpropylamine, 1-ethylpropylamine_T293.15,8,19.4,0.71295388, CG311,0.356, opls_912,0.12, c3,0.34
1-ethylpropylamine, 1-ethylpropylamine_T293.15,9,20.5,0.7533791, CG321,0.358, opls_136,-0.12, c3,0.34
1-ethylpropylamine, 1-ethylpropylamine_T293.15,10,15.9,0.58432818, NG321,0.355, opls_900,-0.9, n3,0.325
1-ethylpropylamine, 1-ethylpropylamine_T293.15,11,2.49,0.091507998, HGA1,0.239, opls_911,0.06, h1,0.247
1-ethylpropylamine, 1-ethylpropylamine_T293.15,12,22,0.8085044, CG331,0.365, opls_135,-0.18, c3,0.34
1-ethylpropylamine, 1-ethylpropylamine_T293.15,13,2.46,0.090405492, HGA2,0.239, opls_140,0.06, hc,0.265
1-ethylpropylamine, 1-ethylpropylamine_T293.15,14,2.52,0.092610504, HGA2,0.239, opls_140,0.06, hc,0.265
1-ethylpropylamine, 1-ethylpropylamine_T293.15,15,2.46,0.090405492, HGA3,0.239, opls_140,0.06, hc,0.265
1-ethylpropylamine, 1-ethylpropylamine_T293.15,16,2.76,0.101430552, HGA3,0.239, opls_140,0.06, hc,0.265
1-ethylpropylamine, 1-ethylpropylamine_T293.15,17,2.52,0.092610504, HGA3,0.239, opls_140,0.06, hc,0.265
1-ethylpropylamine, 1-ethylpropylamine_T293.15,18,2.38,0.087465476, HGPAM2,0.156, opls_909,0.36, hn,0.107
1-ethylpropylamine, 1-ethylpropylamine_T293.15,19,2.4,0.08820048, HGPAM2,0.156, opls_909,0.36, hn,0.107
dimethylether, dimethylether_T298.15,1,21.8,0.80115436, CG331,0.365, opls_181,0.11, c3,0.34
dimethylether, dimethylether_T298.15,2,2.51,0.092243002, HGA3,0.239, opls_185,0.03, h1,0.247
dimethylether, dimethylether_T298.15,3,2.51,0.092243002, HGA3,0.239, opls_185,0.03, h1,0.247
dimethylether, dimethylether_T298.15,4,2.34,0.085995468, HGA3,0.239, opls_185,0.03, h1,0.247
dimethylether, dimethylether_T298.15,5,11.3,0.41527726, OG301,0.294, opls_180,-0.4, os,0.3
dimethylether, dimethylether_T298.15,6,21.8,0.80115436, CG331,0.365, opls_181,0.11, c3,0.34
dimethylether, dimethylether_T298.15,7,2.51,0.092243002, HGA3,0.239, opls_185,0.03, h1,0.247
dimethylether, dimethylether_T298.15,8,2.34,0.085995468, HGA3,0.239, opls_185,0.03, h1,0.247
dimethylether, dimethylether_T298.15,9,2.51,0.092243002, HGA3,0.239, opls_185,0.03, h1,0.247
dimethyl-disulfide, dimethyl-disulfide_T293.15,1,23.3,0.85627966, CG331,0.365, opls_213,0.037, c3,0.34
dimethyl-disulfide, dimethyl-disulfide_T293.15,2,2.63,0.096653026, HGA3,0.239, opls_140,0.06, h1,0.247
dimethyl-disulfide, dimethyl-disulfide_T293.15,3,2.53,0.092978006, HGA3,0.239, opls_140,0.06, h1,0.247
dimethyl-disulfide, dimethyl-disulfide_T293.15,4,2.44,0.089670488, HGA3,0.239, opls_140,0.06, h1,0.247
dimethyl-disulfide, dimethyl-disulfide_T293.15,5,89.4,3.28546788, SG301,0.352, opls_203,-0.217, ss,0.356
dimethyl-disulfide, dimethyl-disulfide_T293.15,6,89.4,3.28546788, SG301,0.352, opls_203,-0.217, ss,0.356
dimethyl-disulfide, dimethyl-disulfide_T293.15,7,23.3,0.85627966, CG331,0.365, opls_213,0.037, c3,0.34
dimethyl-disulfide, dimethyl-disulfide_T293.15,8,2.44,0.089670488, HGA3,0.239, opls_140,0.06, h1,0.247
dimethyl-disulfide, dimethyl-disulfide_T293.15,9,2.63,0.096653026, HGA3,0.239, opls_140,0.06, h1,0.247
dimethyl-disulfide, dimethyl-disulfide_T293.15,10,2.53,0.092978006, HGA3,0.239, opls_140,0.06, h1,0.247
15-pentanediol, 15-pentanediol_T293.15,1,12,0.4410024, OG311,0.314, opls_154,-0.683, oh,0.307
15-pentanediol, 15-pentanediol_T293.15,2,2.09,0.076807918, HGP1,0.04, opls_155,0.418, ho,0
15-pentanediol, 15-pentanediol_T293.15,3,20.7,0.76072914, CG321,0.358, opls_157,0.145, c3,0.34
15-pentanediol, 15-pentanediol_T293.15,4,2.48,0.091140496, HGA2,0.239, opls_140,0.06, h1,0.247
15-pentanediol, 15-pentanediol_T293.15,5,2.43,0.089302986, HGA2,0.239, opls_140,0.06, h1,0.247
15-pentanediol, 15-pentanediol_T293.15,6,20.5,0.7533791, CG321,0.358, opls_136,-0.12, c3,0.34
15-pentanediol, 15-pentanediol_T293.15,7,2.42,0.088935484, HGA2,0.239, opls_140,0.06, hc,0.265
15-pentanediol, 15-pentanediol_T293.15,8,2.53,0.092978006, HGA2,0.239, opls_140,0.06, hc,0.265
15-pentanediol, 15-pentanediol_T293.15,9,20.5,0.7533791, CG321,0.358, opls_136,-0.12, c3,0.34
15-pentanediol, 15-pentanediol_T293.15,10,2.63,0.096653026, HGA2,0.239, opls_140,0.06, hc,0.265
15-pentanediol, 15-pentanediol_T293.15,11,2.5,0.0918755, HGA2,0.239, opls_140,0.06, hc,0.265
15-pentanediol, 15-pentanediol_T293.15,12,20.6,0.75705412, CG321,0.358, opls_136,-0.12, c3,0.34
15-pentanediol, 15-pentanediol_T293.15,13,2.55,0.09371301, HGA2,0.239, opls_140,0.06, hc,0.265
15-pentanediol, 15-pentanediol_T293.15,14,2.5,0.0918755, HGA2,0.239, opls_140,0.06, hc,0.265
15-pentanediol, 15-pentanediol_T293.15,15,20.9,0.76807918, CG321,0.358, opls_157,0.145, c3,0.34
15-pentanediol, 15-pentanediol_T293.15,16,2.49,0.091507998, HGA2,0.239, opls_140,0.06, h1,0.247
15-pentanediol, 15-pentanediol_T293.15,17,2.43,0.089302986, HGA2,0.239, opls_140,0.06, h1,0.247
15-pentanediol, 15-pentanediol_T293.15,18,12.4,0.45570248, OG311,0.314, opls_154,-0.683, oh,0.307
15-pentanediol, 15-pentanediol_T293.15,19,2.23,0.081952946, HGP1,0.04, opls_155,0.418, ho,0
fluorobenzene, fluorobenzene_T298.15,1,23.4,0.85995468, CG2R61,0.355, opls_145,-0.115, ca,0.34
fluorobenzene, fluorobenzene_T298.15,2,2.47,0.090772994, HGR62,0.196, opls_146,0.115, ha,0.26
fluorobenzene, fluorobenzene_T298.15,3,23.4,0.85995468, CG2R61,0.355, opls_145,-0.115, ca,0.34
fluorobenzene, fluorobenzene_T298.15,4,2.44,0.089670488, HGR61,0.242, opls_146,0.115, ha,0.26
fluorobenzene, fluorobenzene_T298.15,5,23.6,0.86730472, CG2R61,0.355, opls_145,-0.115, ca,0.34
fluorobenzene, fluorobenzene_T298.15,6,2.49,0.091507998, HGR61,0.242, opls_146,0.115, ha,0.26
fluorobenzene, fluorobenzene_T298.15,7,23.4,0.85995468, CG2R61,0.355, opls_145,-0.115, ca,0.34
fluorobenzene, fluorobenzene_T298.15,8,2.44,0.089670488, HGR61,0.242, opls_146,0.115, ha,0.26
fluorobenzene, fluorobenzene_T298.15,9,23.4,0.85995468, CG2R61,0.355, opls_145,-0.115, ca,0.34
fluorobenzene, fluorobenzene_T298.15,10,2.48,0.091140496, HGR62,0.196, opls_146,0.115, ha,0.26
fluorobenzene, fluorobenzene_T298.15,11,22.3,0.81952946, CG2R66,0.339, opls_718,0.22, ca,0.34
fluorobenzene, fluorobenzene_T298.15,12,8.31,0.305394162, FGR1,0.303, opls_719,-0.22, f,0.312
2-methyl-2-propanol, 2-methyl-2-propanol_T298.15,1,21.9,0.80482938, CG331,0.365, opls_135,-0.18, c3,0.34
2-methyl-2-propanol, 2-methyl-2-propanol_T298.15,2,2.47,0.090772994, HGA3,0.239, opls_140,0.06, hc,0.265
2-methyl-2-propanol, 2-methyl-2-propanol_T298.15,3,2.52,0.092610504, HGA3,0.239, opls_140,0.06, hc,0.265
2-methyl-2-propanol, 2-methyl-2-propanol_T298.15,4,2.55,0.09371301, HGA3,0.239, opls_140,0.06, hc,0.265
2-methyl-2-propanol, 2-methyl-2-propanol_T298.15,5,18.8,0.69090376, CG301,0.356, opls_159,0.265, c3,0.34
2-methyl-2-propanol, 2-methyl-2-propanol_T298.15,6,21.9,0.80482938, CG331,0.365, opls_135,-0.18, c3,0.34
2-methyl-2-propanol, 2-methyl-2-propanol_T298.15,7,2.55,0.09371301, HGA3,0.239, opls_140,0.06, hc,0.265
2-methyl-2-propanol, 2-methyl-2-propanol_T298.15,8,2.46,0.090405492, HGA3,0.239, opls_140,0.06, hc,0.265
2-methyl-2-propanol, 2-methyl-2-propanol_T298.15,9,2.55,0.09371301, HGA3,0.239, opls_140,0.06, hc,0.265
2-methyl-2-propanol, 2-methyl-2-propanol_T298.15,10,21.9,0.80482938, CG331,0.365, opls_135,-0.18, c3,0.34
2-methyl-2-propanol, 2-methyl-2-propanol_T298.15,11,2.53,0.092978006, HGA3,0.239, opls_140,0.06, hc,0.265
2-methyl-2-propanol, 2-methyl-2-propanol_T298.15,12,2.47,0.090772994, HGA3,0.239, opls_140,0.06, hc,0.265
2-methyl-2-propanol, 2-methyl-2-propanol_T298.15,13,2.56,0.094080512, HGA3,0.239, opls_140,0.06, hc,0.265
2-methyl-2-propanol, 2-methyl-2-propanol_T298.15,14,12.2,0.44835244, OG311,0.314, opls_154,-0.683, oh,0.307
2-methyl-2-propanol, 2-methyl-2-propanol_T298.15,15,2.29,0.084157958, HGP1,0.04, opls_155,0.418, ho,0
benzenethiol, benzenethiol_T293.15,1,23.7,0.87097974, CG2R61,0.355, opls_145,-0.115, ca,0.34
benzenethiol, benzenethiol_T293.15,2,2.6,0.09555052, HGR61,0.242, opls_146,0.115, ha,0.26
benzenethiol, benzenethiol_T293.15,3,23.5,0.8636297, CG2R61,0.355, opls_145,-0.115, ca,0.34
benzenethiol, benzenethiol_T293.15,4,2.46,0.090405492, HGR61,0.242, opls_146,0.115, ha,0.26
benzenethiol, benzenethiol_T293.15,5,23.7,0.87097974, CG2R61,0.355, opls_145,-0.115, ca,0.34
benzenethiol, benzenethiol_T293.15,6,2.5,0.0918755, HGR61,0.242, opls_146,0.115, ha,0.26
benzenethiol, benzenethiol_T293.15,7,23.5,0.8636297, CG2R61,0.355, opls_145,-0.115, ca,0.34
benzenethiol, benzenethiol_T293.15,8,2.47,0.090772994, HGR61,0.242, opls_146,0.115, ha,0.26
benzenethiol, benzenethiol_T293.15,9,23.7,0.87097974, CG2R61,0.355, opls_145,-0.115, ca,0.34
benzenethiol, benzenethiol_T293.15,10,2.57,0.094448014, HGR61,0.242, opls_146,0.115, ha,0.26
benzenethiol, benzenethiol_T293.15,11,23.1,0.84892962, CG2R61,0.355, opls_735,0.065, ca,0.34
benzenethiol, benzenethiol_T293.15,12,92.7,3.40674354, SG311,0.356, opls_734,-0.22, sh,0.356
benzenethiol, benzenethiol_T293.15,13,3.05,0.11208811, HGP3,0.0802, opls_204,0.155, hs,0.107
diethylamine, diethylamine_T298.15,1,21.9,0.80482938, CG331,0.365, opls_135,-0.18, c3,0.34
diethylamine, diethylamine_T298.15,2,2.41,0.088567982, HGA3,0.239, opls_140,0.06, hc,0.265
diethylamine, diethylamine_T298.15,3,2.58,0.094815516, HGA3,0.239, opls_140,0.06, hc,0.265
diethylamine, diethylamine_T298.15,4,2.48,0.091140496, HGA3,0.239, opls_140,0.06, hc,0.265
diethylamine, diethylamine_T298.15,5,20.8,0.76440416, CG321,0.358, opls_907,0.08, c3,0.34
diethylamine, diethylamine_T298.15,6,2.66,0.097755532, HGA2,0.239, opls_911,0.06, h1,0.247
diethylamine, diethylamine_T298.15,7,2.47,0.090772994, HGA2,0.239, opls_911,0.06, h1,0.247
diethylamine, diethylamine_T298.15,8,15,0.551253, NG311,0.356, opls_901,-0.78, n3,0.325
diethylamine, diethylamine_T298.15,9,2.36,0.086730472, HGPAM1,0.156, opls_910,0.38, hn,0.107
diethylamine, diethylamine_T298.15,10,20.8,0.76440416, CG321,0.358, opls_907,0.08, c3,0.34
diethylamine, diethylamine_T298.15,11,2.66,0.097755532, HGA2,0.239, opls_911,0.06, h1,0.247
diethylamine, diethylamine_T298.15,12,2.47,0.090772994, HGA2,0.239, opls_911,0.06, h1,0.247
diethylamine, diethylamine_T298.15,13,21.9,0.80482938, CG331,0.365, opls_135,-0.18, c3,0.34
diethylamine, diethylamine_T298.15,14,2.41,0.088567982, HGA3,0.239, opls_140,0.06, hc,0.265
diethylamine, diethylamine_T298.15,15,2.48,0.091140496, HGA3,0.239, opls_140,0.06, hc,0.265
diethylamine, diethylamine_T298.15,16,2.58,0.094815516, HGA3,0.239, opls_140,0.06, hc,0.265
diethanolamine, diethanolamine_T541.95,1,12,0.4410024, OG311,0.314, opls_154,-0.683, oh,0.307
diethanolamine, diethanolamine_T541.95,2,2.14,0.078645428, HGP1,0.04, opls_155,0.418, ho,0
diethanolamine, diethanolamine_T541.95,3,20.8,0.76440416, CG321,0.358, opls_157,0.145, c3,0.34
diethanolamine, diethanolamine_T541.95,4,2.4,0.08820048, HGA2,0.239, opls_140,0.06, h1,0.247
diethanolamine, diethanolamine_T541.95,5,2.49,0.091507998, HGA2,0.239, opls_140,0.06, h1,0.247
diethanolamine, diethanolamine_T541.95,6,20.8,0.76440416, CG321,0.358, opls_907,0.08, c3,0.34
diethanolamine, diethanolamine_T541.95,7,2.69,0.098858038, HGA2,0.239, opls_911,0.06, h1,0.247
diethanolamine, diethanolamine_T541.95,8,2.46,0.090405492, HGA2,0.239, opls_911,0.06, h1,0.247
diethanolamine, diethanolamine_T541.95,9,14.9,0.54757798, NG311,0.356, opls_901,-0.78, n3,0.325
diethanolamine, diethanolamine_T541.95,10,2.48,0.091140496, HGPAM1,0.156, opls_910,0.38, hn,0.107
diethanolamine, diethanolamine_T541.95,11,21,0.7717542, CG321,0.358, opls_907,0.08, c3,0.34
diethanolamine, diethanolamine_T541.95,12,2.46,0.090405492, HGA2,0.239, opls_911,0.06, h1,0.247
diethanolamine, diethanolamine_T541.95,13,2.75,0.10106305, HGA2,0.239, opls_911,0.06, h1,0.247
diethanolamine, diethanolamine_T541.95,14,21.2,0.77910424, CG321,0.358, opls_157,0.145, c3,0.34
diethanolamine, diethanolamine_T541.95,15,2.53,0.092978006, HGA2,0.239, opls_140,0.06, h1,0.247
diethanolamine, diethanolamine_T541.95,16,2.61,0.095918022, HGA2,0.239, opls_140,0.06, h1,0.247
diethanolamine, diethanolamine_T541.95,17,12.2,0.44835244, OG311,0.314, opls_154,-0.683, oh,0.307
diethanolamine, diethanolamine_T541.95,18,2.12,0.077910424, HGP1,0.04, opls_155,0.418, ho,0
diethyl-sulfide, diethyl-sulfide_T298.15,1,22,0.8085044, CG331,0.365, opls_135,-0.18, c3,0.34
diethyl-sulfide, diethyl-sulfide_T298.15,2,2.5,0.0918755, HGA3,0.239, opls_140,0.06, hc,0.265
diethyl-sulfide, diethyl-sulfide_T298.15,3,2.62,0.096285524, HGA3,0.239, opls_140,0.06, hc,0.265
diethyl-sulfide, diethyl-sulfide_T298.15,4,2.41,0.088567982, HGA3,0.239, opls_140,0.06, hc,0.265
diethyl-sulfide, diethyl-sulfide_T298.15,5,21.6,0.79380432, CG321,0.358, opls_210,0.048, c3,0.34
diethyl-sulfide, diethyl-sulfide_T298.15,6,2.47,0.090772994, HGA2,0.239, opls_140,0.06, h1,0.247
diethyl-sulfide, diethyl-sulfide_T298.15,7,2.52,0.092610504, HGA2,0.239, opls_140,0.06, h1,0.247
diethyl-sulfide, diethyl-sulfide_T298.15,8,88.5,3.2523927, SG311,0.356, opls_202,-0.335, ss,0.356
diethyl-sulfide, diethyl-sulfide_T298.15,9,21.6,0.79380432, CG321,0.358, opls_210,0.048, c3,0.34
diethyl-sulfide, diethyl-sulfide_T298.15,10,2.5,0.0918755, HGA2,0.239, opls_140,0.06, h1,0.247
diethyl-sulfide, diethyl-sulfide_T298.15,11,2.51,0.092243002, HGA2,0.239, opls_140,0.06, h1,0.247
diethyl-sulfide, diethyl-sulfide_T298.15,12,22,0.8085044, CG331,0.365, opls_135,-0.18, c3,0.34
